timestamp_ms,sample_index,raw_ecg_mv
12.792,3184,-1219.189089
12.912,3185,-1219.115453
12.952,3186,-1218.871105
27.578,3187,-1218.789463
27.628,3188,-1218.765374
41.528,3189,-1218.661159
50.527,3190,-1218.860935
50.572,3191,-1218.926422
74.579,3192,-1219.241161
74.630,3193,-1219.540538
74.666,3194,-1219.741036
99.767,3195,-1220.083686
99.818,3196,-1220.192517
105.576,3197,-1220.343540
105.619,3198,-1220.436000
130.666,3199,-1220.447900
130.717,3200,-1220.574473
130.750,3201,-1220.501919
146.568,3202,-1220.589691
146.617,3203,-1220.594523
172.205,3204,-1220.531128
172.272,3205,-1220.672126
172.308,3206,-1220.565891
187.373,3207,-1220.605125
187.428,3208,-1220.574040
209.614,3209,-1220.474513
209.696,3210,-1220.576493
209.757,3211,-1220.468166
234.666,3212,-1220.492327
235.172,3213,-1220.493625
243.530,3214,-1220.367556
243.601,3215,-1220.442779
251.553,3216,-1220.398208
265.477,3217,-1220.423090
265.519,3218,-1220.414147
292.537,3219,-1220.359407
292.587,3220,-1220.501847
292.620,3221,-1220.431600
308.395,3222,-1220.470474
308.441,3223,-1220.494346
321.528,3224,-1220.458574
321.578,3225,-1220.519949
338.649,3226,-1220.456122
347.570,3227,-1220.510862
347.624,3228,-1220.569280
362.001,3229,-1220.462252
362.089,3230,-1220.597985
376.537,3231,-1220.523050
376.588,3232,-1220.532715
388.686,3233,-1220.439534
402.543,3234,-1220.340222
402.591,3235,-1220.524204
417.556,3236,-1220.232545
417.613,3237,-1220.218553
425.484,3238,-1220.268101
451.538,3239,-1220.320172
451.589,3240,-1220.526801
469.523,3241,-1220.509780
469.578,3242,-1220.641402
469.614,3243,-1220.663904
486.018,3244,-1220.673496
486.160,3245,-1220.783482
498.556,3246,-1220.711793
498.637,3247,-1220.763504
506.490,3248,-1220.771510
521.361,3249,-1220.688137
521.434,3250,-1220.783337
545.545,3251,-1220.241199
545.596,3252,-1218.227852
545.632,3253,-1215.118760
569.565,3254,-1217.114943
569.659,3255,-1220.612121
575.558,3256,-1221.519483
575.610,3257,-1221.657956
600.618,3258,-1221.156783
600.770,3259,-1220.711072
600.835,3260,-1220.726433
615.519,3261,-1220.631810
615.567,3262,-1220.512088
641.326,3263,-1220.578801
641.400,3264,-1220.513314
641.511,3265,-1220.502568
655.533,3266,-1220.338203
655.583,3267,-1220.292766
679.829,3268,-1220.370369
679.886,3269,-1220.186747
679.925,3270,-1220.145061
705.603,3271,-1220.098110
705.845,3272,-1219.900641
712.512,3273,-1219.943842
712.560,3274,-1219.746950
721.509,3275,-1219.614751
735.584,3276,-1219.409637
735.667,3277,-1219.155841
752.545,3278,-1219.166803
752.594,3279,-1218.923249
761.519,3280,-1218.882500
776.593,3281,-1218.885313
776.674,3282,-1218.830861
799.529,3283,-1219.143436
799.579,3284,-1219.238276
822.653,3285,-1219.563256
822.721,3286,-1219.845973
823.033,3287,-1220.047841
