timestamp_ms,sample_index,raw_ecg_mv
9.968,2179,2.920493
10.066,2180,1.111178
10.135,2181,0.970397
38.945,2182,0.675131
39.053,2183,0.753455
62.962,2184,0.638276
63.048,2185,0.616279
64.812,2186,0.662509
70.891,2187,0.743502
70.968,2188,0.998091
71.033,2189,2.956915
71.096,2190,4.095859
106.129,2191,5.748527
121.988,2192,8.936663
122.095,2193,8.345266
122.180,2194,4.335808
122.266,2195,0.719846
151.557,2196,1.728828
168.283,2197,3.138012
168.444,2198,2.407708
168.566,2199,1.725726
168.688,2200,1.612567
193.963,2201,1.739862
196.811,2202,1.821360
196.958,2203,2.195310
220.120,2204,2.271471
220.293,2205,2.500745
245.031,2206,2.794425
249.019,2207,2.601860
252.302,2208,3.233213
264.060,2209,3.320696
264.227,2210,3.326322
270.043,2211,3.471430
270.167,2212,3.539585
270.264,2213,3.642286
296.054,2214,3.733088
296.161,2215,3.866368
296.242,2216,3.960271
322.000,2217,4.124347
322.114,2218,4.247603
353.797,2219,4.363575
353.926,2220,4.451852
353.990,2221,4.483441
354.053,2222,4.493538
367.980,2223,4.397472
394.594,2224,4.180386
394.826,2225,3.895866
394.945,2226,3.250955
395.036,2227,1.294655
422.482,2228,0.955900
446.834,2229,0.825648
446.967,2230,0.768384
447.078,2231,0.728717
447.186,2232,0.708162
466.392,2233,0.700229
466.490,2234,0.666115
466.571,2235,0.675852
472.974,2236,0.680612
473.058,2237,0.645561
473.117,2238,1.759840
473.175,2239,1.352713
498.974,2240,0.646210
525.167,2241,0.656451
525.347,2242,0.664024
525.460,2243,0.666909
525.526,2244,0.653710
552.562,2245,0.682631
568.179,2246,0.665250
568.341,2247,0.660706
570.922,2248,0.769682
570.991,2249,0.705638
596.869,2250,0.685660
596.989,2251,0.669505
597.148,2252,0.639070
621.410,2253,0.635824
621.558,2254,0.642387
654.095,2255,0.716384
654.230,2256,0.688978
654.335,2257,0.674337
660.969,2258,0.552380
661.136,2259,0.669866
661.341,2260,0.683136
661.503,2261,0.775957
661.632,2262,0.792617
687.953,2263,0.888394
688.037,2264,0.978907
712.047,2265,1.015328
712.178,2266,1.010713
712.284,2267,1.321557
751.600,2268,0.915656
751.680,2269,2.711052
751.752,2270,1.086440
751.813,2271,1.004149
751.871,2272,0.797593
777.105,2273,1.428657
777.223,2274,1.841121
777.315,2275,1.522848
777.398,2276,1.054923
803.938,2277,0.998380
811.946,2278,1.138440
812.013,2279,1.087811
812.066,2280,0.579425
812.119,2281,0.499370
847.534,2282,0.582815
871.054,2283,0.606831
871.174,2284,0.735929
871.277,2285,0.720423
871.372,2286,0.718620
898.194,2287,2.151677
923.017,2288,3.730347
923.106,2289,4.824576
923.181,2290,7.832048
923.298,2291,9.051914
950.984,2292,5.399891
951.090,2293,1.828355
951.172,2294,0.907146
957.175,2295,3.005741
957.414,2296,2.894674
957.610,2297,1.481667
957.785,2298,1.783568
987.214,2299,2.880394
987.292,2300,1.285640
987.479,2301,1.483181
1009.980,2302,1.674304
1010.062,2303,1.772605
1039.276,2304,2.502909
1039.396,2305,2.313373
1039.522,2306,2.911262
1053.419,2307,3.056803
1053.497,2308,3.118467
1055.958,2309,3.248863
1056.070,2310,3.283337
1056.161,2311,3.350843
1085.980,2312,3.482465
1086.070,2313,3.705465
1108.380,2314,3.845669
1111.113,2315,3.940582
1111.213,2316,4.067732
1136.643,2317,4.212552
1136.743,2318,4.322105
1136.815,2319,4.424590
1136.883,2320,4.445072
1161.044,2321,4.334149
1161.183,2322,4.167116
1161.294,2323,3.860743
1180.393,2324,3.458304
1180.531,2325,1.663197
1180.588,2326,0.950852
1206.025,2327,0.803291
1206.117,2328,1.521766
1206.182,2329,0.853992
1233.065,2330,0.624285
1233.231,2331,0.616640
1257.997,2332,0.596879
1258.087,2333,0.613899
1259.833,2334,0.610077
1259.956,2335,0.588080
1268.097,2336,0.581156
1271.000,2337,0.555048
1271.125,2338,0.601422
1302.526,2339,0.595797
1302.618,2340,0.568463
1302.682,2341,0.582094
1320.982,2342,0.570266
1321.082,2343,0.582022
1347.977,2344,0.561900
1348.070,2345,0.568607
1348.131,2346,0.572213
1348.193,2347,0.575963
1348.253,2348,0.595653
1373.128,2349,0.652845
1373.218,2350,0.557356
1403.200,2351,0.536873
1403.289,2352,0.545456
1403.353,2353,0.547115
1422.056,2354,0.477157
1422.236,2355,0.498433
1447.996,2356,0.512496
1448.082,2357,0.487470
1448.145,2358,2.017819
1469.102,2359,2.004765
1469.277,2360,0.479969
1472.872,2361,0.558871
1472.943,2362,0.452780
1472.997,2363,0.472541
1501.011,2364,0.503553
1501.099,2365,0.522377
1501.167,2366,0.507592
1501.231,2367,0.470810
1526.045,2368,0.457900
1526.125,2369,0.533700
1526.189,2370,0.438716
1558.298,2371,0.472757
1558.487,2372,0.406405
1558.597,2373,0.436264
1566.168,2374,0.536296
1566.340,2375,0.551009
1566.423,2376,0.566227
1566.524,2377,0.907939
1595.500,2378,1.269629
1595.601,2379,0.683425
1616.014,2380,0.561251
1616.097,2381,0.712994
1616.159,2382,0.527137
1642.916,2383,0.376042
1643.160,2384,0.302478
1657.025,2385,0.279183
1657.135,2386,0.277885
1664.909,2387,0.271466
1665.036,2388,0.706720
1665.097,2389,2.399559
1690.605,2390,0.400275
1715.095,2391,3.040504
1715.196,2392,4.171731
1715.270,2393,6.602302
1715.340,2394,9.104562
1742.160,2395,6.337255
1742.333,2396,2.037220
1742.474,2397,0.156504
1770.659,2398,0.922003
1770.760,2399,1.742675
1770.822,2400,0.734992
1802.498,2401,0.504419
1802.601,2402,0.471243
1802.665,2403,0.461074
1802.733,2404,0.745593
1821.999,2405,0.708451
