timestamp_ms,sample_index,raw_ecg_mv
14.699,6042,6.323336
24.686,6043,6.146277
24.750,6044,5.731722
37.692,6045,5.754801
37.742,6046,6.294992
50.650,6047,8.639522
64.840,6048,12.050010
64.972,6049,10.779515
78.757,6050,6.423801
78.827,6051,6.437793
92.954,6052,6.548788
93.056,6053,6.832875
107.869,6054,6.610813
119.674,6055,6.667572
119.725,6056,6.559895
133.437,6057,6.595956
133.531,6058,6.691517
146.710,6059,6.513160
160.630,6060,6.782246
160.673,6061,6.705292
174.715,6062,6.720510
174.773,6063,6.836337
183.198,6064,6.784265
207.997,6065,6.937596
208.052,6066,6.903482
212.706,6067,7.091648
212.810,6068,7.226082
225.715,6069,7.289261
239.694,6070,7.557409
239.745,6071,7.647489
253.740,6072,7.700498
253.871,6073,7.924436
278.711,6074,7.860969
278.764,6075,7.940159
278.802,6076,7.849069
293.734,6077,7.685930
293.821,6078,7.465238
317.679,6079,7.180574
317.728,6080,6.965435
317.762,6081,6.807993
333.698,6082,6.661658
333.747,6083,6.628194
357.090,6084,6.457482
359.601,6085,6.497654
359.665,6086,6.413272
372.792,6087,6.386731
372.837,6088,6.440750
397.691,6089,6.357017
397.742,6090,6.352834
397.775,6091,6.328601
421.762,6092,6.351319
421.834,6093,6.460728
427.633,6094,6.380312
427.681,6095,6.420412
441.755,6096,6.425100
456.859,6097,6.423513
458.106,6098,6.464478
468.683,6099,6.390625
468.735,6100,6.436351
477.721,6101,6.364806
501.944,6102,6.444572
502.021,6103,6.535301
507.672,6104,6.388029
507.719,6105,6.449982
532.861,6106,6.388318
533.002,6107,6.397838
533.037,6108,6.443274
547.716,6109,6.359397
547.814,6110,6.388822
571.727,6111,6.354348
571.784,6112,6.352185
571.821,6113,6.456905
589.675,6114,6.318864
589.733,6115,6.385937
602.866,6116,6.314176
602.934,6117,6.316124
615.681,6118,6.370287
629.681,6119,6.302421
629.754,6120,6.456256
645.352,6121,6.581603
645.420,6122,6.595667
654.511,6123,6.755128
676.800,6124,6.689497
676.851,6125,6.865835
684.965,6126,6.731472
685.069,6127,6.601870
695.808,6128,6.556145
708.714,6129,6.323913
708.777,6130,6.372523
732.653,6131,6.193805
732.703,6132,6.241189
732.739,6133,6.306243
757.649,6134,6.179453
757.700,6135,6.307613
762.771,6136,6.193733
762.840,6137,6.185367
787.781,6138,6.182050
787.866,6139,5.669049
787.920,6140,5.447202
803.804,6141,6.422143
827.636,6142,9.264528
827.696,6143,11.856579
827.731,6144,9.769163
827.766,6145,5.970156
842.709,6146,6.527224
843.007,6147,6.476955
866.675,6148,6.478397
866.730,6149,6.519651
866.771,6150,6.473205
892.740,6151,6.513376
892.820,6152,6.394592
899.808,6153,6.556794
899.880,6154,6.455535
910.216,6155,6.533066
922.696,6156,6.606413
922.744,6157,6.551096
946.686,6158,6.675073
946.745,6159,6.611895
946.788,6160,6.750224
972.689,6161,6.812393
972.739,6162,6.783977
977.633,6163,7.058977
977.668,6164,7.116385
1003.171,6165,7.238199
1003.227,6166,7.439490
1003.268,6167,7.483412
1019.716,6168,7.665664
1019.788,6169,7.685281
1034.745,6170,7.680881
1034.805,6171,7.756898
1044.120,6172,7.552865
1067.670,6173,7.442808
1067.720,6174,7.169467
1072.605,6175,6.935288
1072.655,6176,6.805974
1085.706,6177,6.560616
1099.751,6178,6.530181
1099.810,6179,6.381177
1114.089,6180,6.366465
1114.182,6181,6.316124
1123.710,6182,6.259653
1148.966,6183,6.315980
1149.079,6184,6.252296
1155.921,6185,6.302565
1156.029,6186,6.423946
1166.671,6187,6.337255
1179.693,6188,6.340285
1179.754,6189,6.348795
1193.681,6190,6.309489
1193.732,6191,6.412478
1217.717,6192,6.346848
1217.801,6193,6.409954
1217.865,6194,6.350959
1232.811,6195,6.314826
1232.971,6196,6.356656
1259.328,6197,6.309416
1259.378,6198,6.412118
1281.688,6199,6.311724
1281.750,6200,6.262970
1281.788,6201,6.365599
1297.796,6202,6.279919
1297.854,6203,6.388534
1301.808,6204,6.273500
1315.697,6205,6.270038
1315.768,6206,6.302132
1329.717,6207,6.228640
1329.948,6208,6.291530
1337.686,6209,6.212773
1361.700,6210,6.278621
1361.763,6211,6.243786
1370.737,6212,6.152047
1370.796,6213,6.328889
1378.649,6214,6.325644
1393.839,6215,6.474936
1394.013,6216,6.536672
1416.687,6217,6.562059
1416.754,6218,6.717625
1416.802,6219,6.638868
1442.773,6220,6.562635
1442.823,6221,6.521887
1450.933,6222,6.275880
1451.082,6223,6.150028
1464.815,6224,6.127165
1464.953,6225,6.131492
1473.705,6226,6.151614
1496.752,6227,6.011554
1496.810,6228,6.128824
1502.954,6229,6.005496
1503.057,6230,6.042134
1515.867,6231,6.083243
1530.701,6232,5.822091
1530.774,6233,5.460473
1543.702,6234,5.181434
1543.760,6235,6.429860
1552.768,6236,9.626434
1577.628,6237,11.502895
1577.722,6238,9.048163
1582.723,6239,5.750113
1582.792,6240,6.433105
1597.878,6241,6.366753
1609.721,6242,6.361200
1609.775,6243,6.371730
1624.585,6244,6.291458
1624.638,6245,6.337183
1648.717,6246,6.315547
1648.786,6247,6.223664
1648.837,6248,6.388101
1662.693,6249,6.469743
1662.771,6250,6.362714
1688.773,6251,6.490297
1688.861,6252,6.366104
1688.928,6253,6.482869
1707.839,6254,6.590691
1707.900,6255,6.552611
1726.740,6256,6.764648
1726.789,6257,6.780515
1726.825,6258,6.986278
1743.730,6259,7.108740
1743.780,6260,7.151148
1766.850,6261,7.425282
1766.921,6262,7.402348
1766.961,6263,7.479950
1792.822,6264,7.548178
1792.895,6265,7.397660
1797.708,6266,7.411868
1797.740,6267,7.140979
1811.697,6268,6.907954
1824.653,6269,6.754335
1824.712,6270,6.482076
1838.899,6271,6.427912
1839.002,6272,6.216452
1847.865,6273,6.171881
1871.816,6274,6.152624
1871.877,6275,6.039393
1878.808,6276,6.105312
1878.860,6277,6.043648
1903.132,6278,6.070766
1907.117,6279,6.107692
1907.250,6280,5.988187
1918.233,6281,6.114400
1918.295,6282,6.052663
1942.844,6283,6.095143
1942.893,6284,6.130194
1942.926,6285,6.015016
1957.708,6286,6.159259
1957.797,6287,6.133800
1981.844,6288,6.138705
1981.892,6289,6.131492
1981.925,6290,6.025329
2007.749,6291,6.075742
2007.901,6292,6.046749
2013.662,6293,6.093845
2013.721,6294,6.082233
2026.768,6295,6.001313
2039.688,6296,5.996841
2039.728,6297,5.890606
2057.018,6298,5.975421
2057.073,6299,6.002323
2062.605,6300,5.929119
2086.836,6301,5.924648
2086.884,6302,5.837741
2092.782,6303,5.960204
2092.819,6304,5.951910
2107.530,6305,5.829159
2120.814,6306,5.908060
2120.871,6307,5.782856
2133.768,6308,5.935466
2133.800,6309,6.104375
2147.921,6310,6.025474
2148.000,6311,6.198566
2161.883,6312,6.182122
2188.782,6313,6.196979
2188.833,6314,6.208158
2188.867,6315,5.970084
2188.902,6316,5.937197
2198.834,6317,5.650081
2212.911,6318,5.672294
2213.071,6319,5.657221
2236.846,6320,5.553726
2236.896,6321,5.615246
2236.929,6322,5.429749
2261.923,6323,5.484345
2262.083,6324,5.468550
2267.922,6325,5.434653
2268.064,6326,5.360656
2281.794,6327,4.858041
2294.826,6328,4.549504
2294.865,6329,5.711168
2308.827,6330,8.540427
2308.910,6331,10.945251
2321.786,6332,8.509054
2334.829,6333,5.042312
2334.869,6334,5.656571
2348.957,6335,5.473527
2349.002,6336,5.656860
2373.784,6337,5.483696
2373.832,6338,5.459463
2373.865,6339,5.469921
2387.852,6340,5.367508
2387.890,6341,5.413377
2412.931,6342,5.381067
2413.093,6343,5.478287
2413.130,6344,5.485210
2428.023,6345,5.360368
2428.125,6346,5.571684
2453.027,6347,5.528556
2453.172,6348,5.535696
2453.317,6349,5.613515
2477.848,6350,5.556899
2477.909,6351,5.716288
2483.950,6352,5.833774
2483.993,6353,5.895871
2496.929,6354,6.031676
2509.657,6355,6.042783
2509.729,6356,6.234771
2523.669,6357,6.251431
2523.720,6358,6.204840
2532.729,6359,6.270831
2557.845,6360,6.033479
2557.906,6361,5.901785
2575.817,6362,5.672510
2575.889,6363,5.353444
2589.752,6364,5.202926
2589.815,6365,4.910401
2589.858,6366,4.811594
2607.266,6367,4.773298
2607.319,6368,4.667928
2618.448,6369,4.607634
2631.716,6370,4.496856
2631.772,6371,4.556428
2644.832,6372,4.532195
2644.871,6373,4.489067
2658.638,6374,4.575612
2658.681,6375,4.429422
2667.696,6376,4.439014
2691.945,6377,4.435192
2691.993,6378,4.415647
2697.817,6379,4.423796
2697.855,6380,4.327514
2710.702,6381,4.447669
2725.722,6382,4.389034
2725.771,6383,4.365306
2737.595,6384,4.426465
2737.628,6385,4.289578
2750.902,6386,4.286693
2766.031,6387,4.225174
2766.312,6388,4.136248
2778.878,6389,4.201734
2778.925,6390,4.117568
2807.836,6391,4.164808
2807.894,6392,4.132137
2807.934,6393,4.053452
2817.724,6394,4.111510
2817.765,6395,3.989264
2842.842,6396,4.036287
2842.893,6397,4.023594
2842.941,6398,3.952914
2857.763,6399,4.103576
2857.808,6400,4.121463
2881.749,6401,4.225606
2881.791,6402,4.340135
2881.824,6403,4.348429
2907.644,6404,4.353550
2907.697,6405,4.174328
2913.634,6406,4.093479
2913.673,6407,3.937625
2925.802,6408,3.858147
2939.686,6409,3.772538
2939.722,6410,3.688228
2955.453,6411,3.732366
2955.507,6412,3.643801
2964.136,6413,3.557616
2987.856,6414,3.668178
2987.977,6415,3.568650
2992.949,6416,3.595191
2992.995,6417,3.453544
3007.852,6418,3.010645
3020.116,6419,2.819811
3020.179,6420,4.133507
3033.669,6421,7.574790
3033.716,6422,8.979864
3058.664,6423,5.769947
3058.719,6424,3.402266
3058.758,6425,3.940437
3096.861,6426,3.800593
3096.923,6427,3.969502
3096.958,6428,3.767562
3096.991,6429,3.823240
3098.771,6430,3.800521
3113.645,6431,3.789703
3113.708,6432,3.944620
3136.770,6433,3.925869
3136.817,6434,4.043355
3136.856,6435,3.864493
3161.652,6436,4.001452
3161.710,6437,4.104947
3168.289,6438,4.136103
3168.347,6439,4.279409
3178.735,6440,4.210677
3201.813,6441,4.373311
3202.016,6442,4.561765
3208.634,6443,4.673914
3208.680,6444,4.903910
3220.870,6445,4.977618
3234.716,6446,5.085368
3234.757,6447,5.134627
3249.089,6448,5.115443
3249.135,6449,5.200402
3272.813,6450,5.215620
3272.930,6451,5.015266
3272.990,6452,4.892226
3287.772,6453,4.633743
3287.808,6454,4.447524
3312.782,6455,4.319076
3312.905,6456,4.157235
3313.005,6457,4.237578
3328.788,6458,4.048764
3328.835,6459,4.062539
3351.803,6460,4.010035
3351.850,6461,4.037585
3351.883,6462,4.044653
3376.843,6463,3.971594
3376.964,6464,4.069030
3382.763,6465,4.047610
3382.832,6466,4.127665
3395.830,6467,4.236497
3410.676,6468,4.186156
3410.724,6469,4.153485
3424.952,6470,4.129757
3425.068,6471,4.145768
3433.706,6472,4.282727
3457.474,6473,4.261883
3457.528,6474,4.323620
3463.666,6475,4.288785
3463.735,6476,4.274216
3476.997,6477,4.358671
3490.691,6478,4.254455
3490.740,6479,4.322538
3503.698,6480,4.249623
3506.406,6481,4.218827
3517.733,6482,4.459497
3530.550,6483,4.316552
3530.599,6484,4.431441
3544.930,6485,4.352612
3545.072,6486,4.390909
3559.756,6487,4.484739
3559.819,6488,4.375186
3574.739,6489,4.539912
3599.697,6490,4.644921
3599.758,6491,4.695046
3599.808,6492,4.816859
3599.843,6493,4.955333
3624.693,6494,5.105490
3652.690,6495,5.043682
3652.756,6496,5.005313
3652.798,6497,4.906507
3652.837,6498,4.682857
3680.744,6499,4.734208
3708.585,6500,4.672255
3708.644,6501,4.597537
3708.688,6502,4.732549
3708.731,6503,4.674347
3732.699,6504,4.711922
3758.681,6505,4.716610
3758.792,6506,4.717331
3758.879,6507,4.772432
3758.964,6508,4.467574
3788.784,6509,4.105740
3788.965,6510,4.186156
3789.053,6511,5.830457
3789.134,6512,9.521930
3789.219,6513,9.885712
3814.706,6514,6.238593
3814.798,6515,4.859555
3814.868,6516,5.367219
3842.787,6517,5.400323
3842.899,6518,5.328634
3867.660,6519,5.403280
3867.709,6520,5.346665
3867.744,6521,5.366715
3894.793,6522,5.457876
3894.840,6523,5.451458
3919.700,6524,5.552139
3919.755,6525,5.538004
3919.796,6526,5.587118
3947.479,6527,5.771389
3947.592,6528,5.704749
3972.735,6529,5.857502
3972.823,6530,5.890606
3972.890,6531,5.983859
3992.829,6532,6.171015
3992.908,6533,6.194599
3998.719,6534,6.435413
3998.763,6535,6.554197
3998.800,6536,6.688776
4024.723,6537,6.849391
4024.787,6538,6.792992
4026.600,6539,6.936442
4052.626,6540,6.873768
4052.699,6541,6.870018
4052.740,6542,6.768110
4052.814,6543,6.490009
4077.881,6544,6.398342
4078.005,6545,6.136685
4102.462,6546,5.993812
4102.540,6547,6.023166
4102.575,6548,5.833558
4124.805,6549,5.844809
4125.051,6550,5.878995
4149.689,6551,5.776870
4149.741,6552,5.857430
4149.778,6553,5.826779
4176.728,6554,5.864498
4176.795,6555,5.940226
4208.162,6556,5.872287
4208.247,6557,6.000664
4208.314,6558,5.972897
4214.698,6559,6.019488
4214.772,6560,6.127670
4239.730,6561,6.032686
4239.786,6562,6.127237
4239.823,6563,6.105745
4268.073,6564,6.141806
4268.211,6565,6.243137
4292.722,6566,6.146277
