timestamp_ms,sample_index,raw_ecg_mv
18.915,38261,15.333563
19.096,38262,15.268077
42.777,38263,15.539182
44.697,38264,15.421624
44.765,38265,15.722154
70.700,38266,15.844978
70.763,38267,15.786415
75.618,38268,16.142551
75.689,38269,15.972849
75.743,38270,16.163827
75.794,38271,16.098701
75.845,38272,15.978763
103.549,38273,16.184021
103.817,38274,15.814687
103.859,38275,16.026436
128.870,38276,15.946669
128.923,38277,15.791824
153.388,38278,15.895391
153.456,38279,15.543870
153.508,38280,15.637844
176.068,38281,15.528796
176.243,38282,15.359888
182.278,38283,15.658615
207.073,38284,15.344814
208.097,38285,15.603731
231.685,38286,15.499587
231.736,38287,15.365225
231.771,38288,15.574017
231.805,38289,15.308898
262.637,38290,15.562117
288.796,38291,15.472325
288.852,38292,15.398328
288.889,38293,15.602360
288.922,38294,15.373302
314.635,38295,15.443765
314.702,38296,15.393857
314.751,38297,15.371932
340.663,38298,15.536513
340.721,38299,15.280770
362.757,38300,15.407271
362.824,38301,15.388303
362.868,38302,15.300531
369.641,38303,15.539038
369.701,38304,15.406911
369.740,38305,15.635320
369.781,38306,15.566732
395.811,38307,15.693378
421.818,38308,15.855724
421.923,38309,15.575748
421.998,38310,15.734704
422.066,38311,15.459632
447.670,38312,15.315605
475.700,38313,15.381308
475.751,38314,15.113520
475.785,38315,15.278390
475.818,38316,15.131334
481.499,38317,15.047889
508.080,38318,15.179656
508.134,38319,15.010458
508.174,38320,15.131911
508.212,38321,14.744762
531.685,38322,14.264071
531.733,38323,14.873211
531.767,38324,16.525445
557.714,38325,20.298128
557.764,38326,19.274361
577.692,38327,14.839602
577.758,38328,14.726804
577.803,38329,15.318922
579.882,38330,14.997621
579.934,38331,15.243844
610.742,38332,14.924561
610.805,38333,15.145614
610.860,38334,14.975984
630.828,38335,14.937111
630.879,38336,15.204033
630.913,38337,14.896650
630.945,38338,15.158452
662.690,38339,15.196676
664.550,38340,15.090802
689.758,38341,15.251777
689.817,38342,14.988028
689.850,38343,15.198263
689.882,38344,15.163140
716.669,38345,15.093759
716.738,38346,15.328803
716.784,38347,15.143090
716.827,38348,15.412464
741.717,38349,15.454150
741.760,38350,15.429557
741.793,38351,15.501607
769.722,38352,15.278606
769.814,38353,15.430711
769.927,38354,15.195090
770.016,38355,15.069382
770.108,38356,15.276299
776.690,38357,14.932495
776.765,38358,15.043346
776.822,38359,14.931629
776.878,38360,14.831164
802.886,38361,14.911796
802.937,38362,14.650860
802.994,38363,14.809311
827.709,38364,14.454905
827.759,38365,14.554361
853.110,38366,14.653456
861.541,38367,14.404709
861.647,38368,14.641700
872.765,38369,14.547509
872.835,38370,14.489884
879.819,38371,14.661894
908.356,38372,14.370739
908.413,38373,14.551260
930.684,38374,14.425191
930.735,38375,14.353214
930.768,38376,14.469618
957.906,38377,14.289314
957.951,38378,14.443871
957.987,38379,14.161442
958.023,38380,14.399660
983.638,38381,14.726371
983.684,38382,14.506689
983.716,38383,14.767697
987.535,38384,14.885255
987.568,38385,14.865422
1012.768,38386,14.965094
1012.825,38387,14.597346
1015.067,38388,14.512026
1040.848,38389,14.328620
1040.897,38390,14.185026
1072.707,38391,14.341602
1072.782,38392,14.070930
1072.827,38393,14.268904
1079.735,38394,14.042802
1079.778,38395,14.087734
1109.045,38396,14.281886
1109.154,38397,14.018858
1129.859,38398,13.891058
1129.908,38399,13.393996
1129.942,38400,13.808191
1159.524,38401,16.052904
1159.718,38402,19.238733
1161.908,38403,18.754003
1168.969,38404,14.372615
1169.010,38405,14.340376
1169.119,38406,14.530417
1169.294,38407,14.387616
1194.980,38408,14.568569
1195.033,38409,14.277126
1195.075,38410,14.253830
1222.270,38411,14.548808
1222.337,38412,14.311455
1247.804,38413,14.479932
1247.884,38414,14.312393
1247.931,38415,14.413219
1266.806,38416,14.623886
1266.916,38417,14.444953
1273.386,38418,14.720674
1274.570,38419,14.699037
1295.680,38420,14.814071
1324.417,38421,15.103928
1324.502,38422,14.791353
1324.554,38423,15.216510
1324.607,38424,15.098374
1346.672,38425,15.186507
1362.878,38426,15.312431
1363.026,38427,15.224299
1364.835,38428,15.266851
1364.909,38429,15.423643
1390.768,38430,15.159462
1390.817,38431,15.396093
1390.851,38432,15.225669
1417.977,38433,15.206341
1418.024,38434,15.377485
1449.759,38435,14.997981
1449.806,38436,15.129531
1449.840,38437,14.962209
1455.664,38438,14.931413
1455.699,38439,15.020988
1455.731,38440,14.833832
1455.762,38441,15.027479
1455.792,38442,14.861239
1482.778,38443,14.814215
1482.886,38444,14.994375
1482.971,38445,14.820201
1483.052,38446,15.020844
1508.583,38447,14.827125
1532.673,38448,14.796978
1532.727,38449,14.920378
1535.197,38450,14.711875
1535.250,38451,14.922758
1551.626,38452,14.794815
1551.676,38453,14.844723
1551.710,38454,14.982908
1560.526,38455,14.681151
1560.576,38456,14.814432
1560.925,38457,14.786593
1586.731,38458,14.916267
1586.802,38459,15.077026
1611.424,38460,14.984639
1611.497,38461,15.271611
1611.542,38462,15.153764
1611.589,38463,15.018319
1637.187,38464,14.997260
1668.695,38465,14.553856
1668.744,38466,14.699181
1668.779,38467,14.532580
1668.813,38468,14.485052
1668.847,38469,14.614438
1695.760,38470,14.397929
1695.808,38471,14.539648
1722.413,38472,14.379827
1722.484,38473,14.404564
1745.857,38474,14.444303
1745.904,38475,13.813023
1745.936,38476,13.811003
1774.660,38477,14.822293
1774.710,38478,17.612607
1781.818,38479,20.038201
1781.927,38480,17.383476
1782.011,38481,14.177670
1807.660,38482,14.657856
1807.755,38483,14.562006
1810.617,38484,14.820201
1834.993,38485,14.551332
1835.041,38486,14.762143
1859.969,38487,14.625761
1860.129,38488,14.662543
1860.257,38489,14.925427
1876.791,38490,14.751325
1876.842,38491,14.939058
1883.657,38492,14.792939
1883.699,38493,14.791353
1883.739,38494,14.977859
1910.636,38495,14.745555
1910.694,38496,15.119795
1910.733,38497,14.895064
1910.771,38498,15.045798
1935.757,38499,15.237930
1935.805,38500,15.065199
1935.840,38501,15.418595
1965.695,38502,15.328587
1965.770,38503,15.424076
1965.821,38504,15.584619
1965.872,38505,15.349863
1991.761,38506,15.494899
1991.810,38507,15.289857
1991.843,38508,15.284448
2017.740,38509,15.418090
2017.821,38510,15.076594
2019.800,38511,15.368109
2070.617,38512,15.173525
2070.677,38513,15.134291
2070.713,38514,15.210163
2070.748,38515,15.027912
2076.545,38516,15.131046
2101.768,38517,14.914248
2101.845,38518,14.924850
2101.902,38519,15.030436
2101.954,38520,14.717428
2128.679,38521,15.067939
2152.672,38522,14.835131
2152.747,38523,14.917133
2154.728,38524,15.108039
2154.783,38525,14.893333
2180.013,38526,15.040317
2180.181,38527,15.073709
2180.226,38528,14.819047
2191.075,38529,15.017166
2191.138,38530,14.859219
2191.186,38531,14.811835
2191.232,38532,15.191123
2215.670,38533,14.992716
2215.751,38534,15.217736
2215.809,38535,15.143667
2243.715,38536,15.300531
2243.828,38537,15.413907
2265.697,38538,15.135084
2265.767,38539,15.223866
2265.820,38540,14.962065
2290.711,38541,14.979518
2290.817,38542,14.985721
2314.629,38543,14.773539
2314.716,38544,15.018680
2314.789,38545,14.873644
2340.891,38546,14.868379
2341.035,38547,15.015218
2366.671,38548,14.837799
2366.729,38549,15.073348
2366.768,38550,14.624752
2387.803,38551,14.153365
2387.934,38552,14.761855
2394.976,38553,16.504530
2395.101,38554,20.299426
2395.181,38555,19.513228
2419.656,38556,15.234540
2419.720,38557,15.320942
2444.878,38558,15.101404
2445.004,38559,15.552164
2445.107,38560,15.441601
2471.727,38561,15.492880
2471.794,38562,15.528219
2471.841,38563,15.336376
2471.886,38564,15.710831
2499.987,38565,15.575964
2500.149,38566,15.730665
2500.228,38567,15.874908
2525.666,38568,15.620102
2525.734,38569,15.901232
2525.776,38570,15.731891
2551.789,38571,15.793627
2551.947,38572,16.014824
2576.684,38573,15.954242
2576.803,38574,16.309657
2576.859,38575,16.216765
2608.658,38576,16.314706
2608.752,38577,16.377163
2615.462,38578,16.033215
2615.522,38579,16.304104
2616.848,38580,16.151855
2616.891,38581,16.222895
2616.930,38582,16.245902
2618.643,38583,15.941476
2618.714,38584,16.181064
2643.710,38585,15.970181
2643.779,38586,16.009054
2643.829,38587,16.071512
2670.808,38588,15.688546
2670.870,38589,15.844256
2697.730,38590,15.673544
2697.830,38591,15.690493
2699.551,38592,15.799180
2707.577,38593,15.577695
2707.624,38594,15.889693
2707.663,38595,15.722659
2707.706,38596,15.737228
2732.875,38597,15.929144
2759.575,38598,15.654288
2759.627,38599,15.966358
2759.664,38600,15.847358
2759.708,38601,15.907723
2783.114,38602,15.796800
2809.646,38603,15.648590
2809.711,38604,15.963834
2809.758,38605,15.809494
2809.804,38606,15.889765
2816.629,38607,16.029681
2816.678,38608,15.858681
2816.713,38609,16.220876
2843.742,38610,16.288381
2843.796,38611,16.319177
2868.629,38612,16.290329
2868.709,38613,15.999318
2868.845,38614,16.038119
2893.114,38615,15.686238
2893.175,38616,15.660346
2917.680,38617,15.585628
2917.756,38618,15.323610
2917.795,38619,15.685445
2942.984,38620,15.417152
2943.147,38621,15.487903
2945.932,38622,15.689628
2946.018,38623,15.424509
2970.796,38624,15.394145
2970.980,38625,15.148138
3002.821,38626,14.800079
3002.880,38627,16.258956
3002.923,38628,19.064199
3008.753,38629,20.505189
3033.770,38630,17.927345
3033.828,38631,15.349863
3059.542,38632,16.114785
3059.663,38633,15.857959
3059.803,38634,16.085287
3085.904,38635,16.119112
3086.016,38636,15.913205
3114.119,38637,16.126468
3115.144,38638,15.973931
3115.184,38639,16.013742
3115.221,38640,16.145797
3115.257,38641,15.952799
3137.826,38642,16.315788
3137.894,38643,16.112405
3162.788,38644,16.160221
3162.882,38645,16.369158
3162.929,38646,16.272731
3188.632,38647,16.476979
3188.709,38648,16.295449
3212.101,38649,16.523282
3212.272,38650,16.615958
3212.314,38651,16.363965
3237.727,38652,16.801310
3237.819,38653,16.500275
3239.600,38654,16.605500
3239.665,38655,16.676901
3268.850,38656,16.484841
3268.909,38657,16.746354
3268.949,38658,16.480874
3291.884,38659,16.489024
3292.003,38660,16.518089
3292.104,38661,16.214817
3320.659,38662,16.307998
3320.709,38663,16.047928
3320.745,38664,15.968810
3320.780,38665,16.389857
3327.546,38666,16.134979
3353.687,38667,16.455559
3353.780,38668,16.201835
3353.842,38669,16.292204
3353.940,38670,16.343482
3379.853,38671,16.096177
3379.916,38672,16.316653
3379.964,38673,16.102524
3408.376,38674,16.218423
3408.437,38675,16.339948
3431.115,38676,16.182940
3431.189,38677,16.359926
3435.717,38678,16.084854
3461.650,38679,16.152432
3461.721,38680,16.147167
3461.761,38681,16.104976
3486.676,38682,16.458444
3486.814,38683,16.019945
3517.643,38684,16.367571
3517.691,38685,16.539004
3517.725,38686,16.126324
3517.757,38687,16.297180
3529.665,38688,15.810576
3560.265,38689,15.533989
3560.360,38690,15.386068
3580.657,38691,15.041398
3580.711,38692,15.276515
3580.752,38693,14.972666
3610.826,38694,15.071689
3610.894,38695,15.068805
3631.600,38696,14.893838
3631.649,38697,15.328010
3631.688,38698,14.956367
3631.724,38699,14.574555
3631.759,38700,14.469113
3637.629,38701,15.590244
3637.752,38702,18.846103
3641.576,38703,20.043178
3641.609,38704,17.341646
3667.714,38705,14.827774
3690.774,38706,15.219683
3690.916,38707,15.303921
3691.055,38708,15.153403
3691.182,38709,15.115107
3716.686,38710,15.087340
3742.809,38711,14.937832
3742.859,38712,15.216293
3742.895,38713,14.888645
3742.929,38714,15.038586
3749.651,38715,14.970286
3749.776,38716,14.771447
3749.900,38717,14.991707
3775.687,38718,14.719520
3775.764,38719,14.943529
3775.824,38720,14.893693
3775.880,38721,14.915330
3775.937,38722,15.142874
3801.785,38723,14.961632
